gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,math_level
1,2,2,1,1,0.1260928653754122,-0.6283196810472415,-0.9911735069556247,1
1,0,5,1,0,-1.2595430178708746,-1.3821114240420782,-1.2545383287852048,0
0,3,4,0,1,0.32404084869631034,0.9477903270328718,0.9840626567662257,1
0,1,5,1,0,-0.4017684234803161,0.05694553985715561,0.12812698582009055,1
1,3,3,1,1,0.9178847986590046,0.7422107607615527,0.25980939673488057,2
1,3,2,1,1,-0.7976643901221123,-1.176531857770759,-1.0570147124130196,0
0,4,4,1,1,-0.26980310126638407,0.26252510612847474,0.12812698582009055,1
0,2,0,0,1,-0.13783777905245198,0.26252510612847474,-0.0035554250946994654,1
1,2,0,1,0,0.7859194764450727,0.5366311944902336,0.5890154240218557,2
0,1,4,1,1,0.2580581875893443,0.3995781503093541,0.6548566294792506,1
0,2,3,0,0,-0.07185511794548592,0.8107372828519923,0.8523802458514357,1
0,2,5,0,0,-0.13783777905245198,0.6736842386711129,0.5890154240218557,1
1,2,4,1,0,0.8519021375520386,0.6736842386711129,0.6548566294792506,2
0,2,5,0,1,-1.4574910011917728,-1.3135849019516386,-1.1228559178704147,0
0,4,2,1,1,2.1715553596913595,1.6330555479372688,1.444951094967991,2
1,3,2,1,1,0.6539541542311406,0.26252510612847474,-0.0035554250946994654,2
1,3,5,0,1,-0.46775108458728215,-1.861797078675156,-1.7812679724443647,1
0,2,1,1,1,-0.203820440159418,0.3995781503093541,0.8523802458514357,1
0,3,2,1,1,0.19207552648237824,0.19399858403803502,0.5890154240218557,1
0,3,0,1,0,1.445746087514733,1.5645290258468292,1.774157122254966,2
0,4,4,0,1,0.32404084869631034,0.4681046723997938,0.12812698582009055,1
1,2,1,1,1,0.19207552648237824,-0.4227401147759223,-0.46444386329646453,1
1,2,4,1,1,-0.5337337456942483,-1.3821114240420782,-1.7154267669869698,0
0,3,0,0,1,-1.2595430178708746,-1.1080053356803194,-0.6619674796686495,0
0,3,4,1,1,-0.07185511794548592,0.05694553985715561,0.19396819127748557,1
1,1,4,1,0,1.445746087514733,1.084843371213751,0.5231742185644607,2
1,2,1,1,1,1.1158327819799028,0.6051577165806732,0.3256506021922756,2
0,2,5,1,0,1.2477981041938349,1.5645290258468292,1.6424747113401759,2
0,4,2,1,0,-0.46775108458728215,-0.4227401147759223,0.45733301310706564,1
0,2,5,0,1,-0.07185511794548592,1.153369893304191,0.7865390403940407,1
1,1,1,0,1,0.45600617091024237,-0.9024257694090002,-0.7278086851260446,1
1,3,2,1,1,-0.8636470512290784,-1.176531857770759,-1.7154267669869698,0
1,3,2,1,1,-1.3915083400848067,-1.4506379461325178,-1.4520619451573897,0
0,3,1,0,1,0.45600617091024237,0.6736842386711129,1.0499038622236208,1
0,3,4,0,0,0.2580581875893443,0.6051577165806732,0.6548566294792506,1
0,1,5,1,1,-1.919369628940535,-1.5876909903133973,-1.4520619451573897,0
1,1,0,1,0,0.9838674597659707,0.8792638049424321,0.9182214513088307,2
1,4,0,1,0,2.0395900374774274,0.8792638049424321,1.3132686840532009,2
0,1,5,1,1,0.060110204268446155,1.35894945957551,0.9182214513088307,1
1,1,1,0,1,1.445746087514733,0.3995781503093541,0.5231742185644607,2
1,4,5,1,0,0.7199368153381066,0.4681046723997938,0.5890154240218557,2
1,2,0,1,1,0.6539541542311406,0.05694553985715561,-0.0035554250946994654,2
1,3,5,1,1,1.313780765300801,0.26252510612847474,0.12812698582009055,2
1,2,5,1,0,-0.203820440159418,-0.6283196810472415,-0.7278086851260446,1
0,4,1,1,1,-0.07185511794548592,0.26252510612847474,0.45733301310706564,1
1,3,2,0,0,0.7859194764450727,0.5366311944902336,0.7865390403940407,2
1,1,0,0,1,0.060110204268446155,-0.491266636866362,-0.5302850687538596,1
1,0,5,1,0,-1.3255256789778407,-1.9303236007655957,-1.6495855615295747,0
1,4,0,1,0,0.32404084869631034,0.33105162821891443,-0.0035554250946994654,1
1,2,2,0,0,-1.721421645619637,-1.5876909903133973,-1.1886971233278096,0
1,3,0,0,1,1.577711409728665,1.2218964153946306,0.45733301310706564,2
1,0,4,0,0,0.9838674597659707,0.6051577165806732,0.8523802458514357,2
1,3,5,0,1,-0.6656990679081803,-1.0394788135898796,-1.0570147124130196,0
0,2,0,1,0,0.060110204268446155,1.0163168491233114,0.8523802458514357,1
1,1,0,1,1,0.9178847986590046,0.4681046723997938,-0.2669202469242795,2
0,2,0,1,0,0.5219888320172085,0.3995781503093541,0.9840626567662257,2
1,0,4,1,1,0.19207552648237824,-0.1486340264141635,0.062285780362695546,1
1,4,4,1,0,2.1715553596913595,1.2218964153946306,0.8523802458514357,2
1,2,5,1,1,-0.9956123734430105,-1.176531857770759,-1.5837443560721798,0
0,1,0,0,1,-0.8636470512290784,0.1254720619475953,-0.06939663055209448,0
0,3,2,0,1,-1.1275776956569425,-0.8338992473185606,-1.0570147124130196,0
0,1,0,1,1,0.45600617091024237,0.4681046723997938,0.7865390403940407,1
1,1,1,1,1,-0.005872456838519888,-0.6283196810472415,-0.7278086851260446,1
1,3,1,1,0,0.060110204268446155,-0.5597931589568017,-0.0035554250946994654,1
0,2,0,0,0,0.1260928653754122,-0.1486340264141635,0.062285780362695546,1
0,2,1,1,0,-0.46775108458728215,-0.35421359268548264,0.45733301310706564,1
1,2,2,1,1,0.32404084869631034,-0.2171605485046032,-0.2010790414668845,1
0,3,3,1,0,0.7199368153381066,0.8792638049424321,1.5107923004253858,2
1,2,0,1,1,1.1158327819799028,0.19399858403803502,0.6548566294792506,2
1,1,1,1,1,-0.203820440159418,0.1254720619475953,0.062285780362695546,1
0,3,0,0,1,-0.6656990679081803,-0.2856870705950429,-0.33276145238167454,0
0,2,2,0,0,0.060110204268446155,0.6736842386711129,1.0499038622236208,1
0,4,2,1,1,0.5879714931241745,1.153369893304191,0.7206978349366456,2
0,2,4,1,1,0.32404084869631034,0.8107372828519923,0.7865390403940407,1
0,2,5,0,1,-1.5234736622987388,-1.1080053356803194,-0.9911735069556247,0
0,2,2,0,1,-1.655438984512671,-1.5876909903133973,-1.6495855615295747,0
0,2,4,1,1,1.0498501208729367,1.4274759816659497,1.7083159167975708,2
1,2,4,1,1,-0.3357857623733501,-0.5597931589568017,-0.39860265783906956,1
1,2,0,1,0,1.0498501208729367,0.3995781503093541,0.5890154240218557,2
0,1,5,1,1,-1.655438984512671,-0.97095229149944,-1.1228559178704147,0
1,2,2,1,1,0.32404084869631034,-0.6283196810472415,-0.46444386329646453,1
1,2,0,1,1,-1.2595430178708746,-2.2044296891273545,-2.1763152051887347,0
1,4,0,1,0,-0.26980310126638407,-0.9024257694090002,-0.9911735069556247,1
1,1,0,1,1,1.577711409728665,0.6051577165806732,0.8523802458514357,2
0,2,1,1,1,1.1158327819799028,1.6330555479372688,1.774157122254966,2
0,1,4,0,1,-0.3357857623733501,-0.08010750432372381,-0.1352378360094895,1
1,3,5,1,0,0.6539541542311406,0.05694553985715561,0.062285780362695546,2
1,2,0,1,1,-1.1275776956569425,-1.2450583798611987,-1.6495855615295747,0
0,1,5,0,1,-2.7771442233310935,-2.135903167036915,-2.703044848847895,0
0,3,5,0,0,-2.051334951154467,-0.97095229149944,-0.5302850687538596,0
1,2,2,0,1,-0.5337337456942483,-0.5597931589568017,-1.0570147124130196,0
0,2,2,1,1,-0.3357857623733501,0.26252510612847474,-0.33276145238167454,1
0,1,2,1,0,0.19207552648237824,0.4681046723997938,0.3914918076496706,1
1,3,0,1,0,0.060110204268446155,0.19399858403803502,-0.06939663055209448,1
1,3,4,1,1,0.8519021375520386,0.26252510612847474,-0.06939663055209448,2
0,2,2,1,1,0.3900235098032764,0.7422107607615527,0.45733301310706564,1
1,1,4,1,1,-0.26980310126638407,-0.5597931589568017,-0.7278086851260446,1
0,2,1,1,0,0.7199368153381066,1.7015820700277084,1.774157122254966,2
1,3,2,0,1,0.5879714931241745,0.33105162821891443,-0.1352378360094895,2
1,4,0,1,1,1.379763426407767,0.33105162821891443,0.5231742185644607,2
0,1,1,1,1,-0.9296297123360444,-0.2856870705950429,0.062285780362695546,0
1,4,4,1,1,-0.005872456838519888,-0.8338992473185606,-1.0570147124130196,1
0,2,4,1,0,-0.203820440159418,0.6051577165806732,0.7865390403940407,1
0,2,0,1,1,-1.3255256789778407,-0.7653727252281208,-0.7278086851260446,0
0,2,4,1,1,-0.46775108458728215,0.1254720619475953,0.12812698582009055,1
0,1,1,1,1,-0.3357857623733501,0.19399858403803502,0.12812698582009055,1
1,0,0,1,1,-0.203820440159418,-0.5597931589568017,-0.46444386329646453,1
0,2,4,0,0,-1.5894563234057049,-0.2171605485046032,0.062285780362695546,0
1,3,4,0,1,-0.46775108458728215,-0.491266636866362,-0.46444386329646453,1
0,3,4,1,1,0.9178847986590046,1.4274759816659497,1.3791098895105958,2
0,1,2,1,1,-0.5337337456942483,-0.491266636866362,-0.5961262742112545,0
1,1,5,1,0,1.2477981041938349,1.0163168491233114,0.6548566294792506,2
0,2,4,1,1,-0.9296297123360444,-0.7653727252281208,-0.6619674796686495,0
0,3,5,0,1,-2.5791962400101953,-2.410009255398674,-2.37383882156092,0
1,2,4,1,1,-0.46775108458728215,-0.6283196810472415,-0.6619674796686495,1
1,0,1,0,0,-1.1275776956569425,-0.7653727252281208,-0.5302850687538596,0
1,2,2,1,0,0.19207552648237824,-0.7653727252281208,-0.9911735069556247,1
1,2,1,0,1,-0.3357857623733501,-0.2171605485046032,-0.46444386329646453,1
0,0,5,0,1,-1.4574910011917728,-0.35421359268548264,-0.6619674796686495,0
0,3,5,1,1,0.45600617091024237,1.0163168491233114,1.1157450676810157,1
1,4,4,1,1,1.1818154430868688,0.5366311944902336,0.19396819127748557,2
0,2,4,0,0,-1.3915083400848067,0.26252510612847474,0.12812698582009055,0
1,3,5,1,1,0.5219888320172085,0.33105162821891443,0.25980939673488057,2
0,3,4,1,0,1.0498501208729367,1.9071616362990276,1.8399983277123608,2
0,3,1,1,1,-0.46775108458728215,0.05694553985715561,0.3256506021922756,1
1,4,0,0,1,-1.3255256789778407,-1.7932705565847165,-1.7812679724443647,0
0,3,5,1,1,0.9178847986590046,1.4274759816659497,0.9182214513088307,2
0,3,3,0,0,1.2477981041938349,1.7701085921181483,2.103363149541941,2
0,0,5,1,1,0.32404084869631034,0.9477903270328718,0.5890154240218557,1
1,0,1,1,1,-0.005872456838519888,-0.35421359268548264,-0.39860265783906956,1
0,1,0,1,1,0.9178847986590046,1.153369893304191,0.9840626567662257,2
1,2,0,1,0,1.379763426407767,2.112741202570347,1.774157122254966,2
1,2,3,0,1,0.8519021375520386,0.8107372828519923,0.19396819127748557,2
0,4,5,0,1,-1.853386967833569,-1.3821114240420782,-1.5179031506147846,0
0,0,5,0,1,-1.853386967833569,-1.7932705565847165,-1.6495855615295747,0
0,4,4,1,1,0.060110204268446155,0.4681046723997938,0.45733301310706564,1
0,4,1,1,1,-0.13783777905245198,0.26252510612847474,0.12812698582009055,1
0,2,0,0,1,-0.5997164068012143,0.6051577165806732,-0.06939663055209448,0
0,3,2,1,1,-0.26980310126638407,-0.35421359268548264,-0.2669202469242795,1
1,3,3,1,1,0.45600617091024237,0.05694553985715561,0.45733301310706564,1
1,4,5,0,0,0.45600617091024237,-0.1486340264141635,-0.5961262742112545,1
0,3,4,1,1,0.7199368153381066,-0.08010750432372381,0.5890154240218557,2
1,4,4,1,1,0.6539541542311406,-0.1486340264141635,-0.06939663055209448,2
1,2,0,1,0,-0.5997164068012143,-1.0394788135898796,-0.7936498905834396,0
0,2,5,1,0,-0.07185511794548592,0.33105162821891443,0.5890154240218557,1
1,0,2,0,1,-1.1935603567639086,-1.656217512403837,-1.7812679724443647,0
0,1,2,0,1,-1.0615950345499765,-0.1486340264141635,-0.33276145238167454,0
0,2,0,1,1,1.2477981041938349,1.35894945957551,1.774157122254966,2
1,1,5,1,1,0.5219888320172085,-0.4227401147759223,-0.7278086851260446,2
1,3,5,1,1,-0.4017684234803161,-0.6968462031376811,-0.9253323014982296,1
0,2,5,1,0,-0.46775108458728215,-1.0394788135898796,-0.06939663055209448,1
1,0,4,1,1,-0.8636470512290784,-1.7932705565847165,-1.6495855615295747,0
0,0,4,0,1,-1.1275776956569425,-0.2856870705950429,-0.8594910960408346,0
0,3,2,1,0,1.445746087514733,2.044214680479907,2.103363149541941,2
0,2,2,1,1,-0.7976643901221123,-0.6968462031376811,-0.39860265783906956,0
0,2,5,1,1,-0.203820440159418,0.26252510612847474,-0.0035554250946994654,1
1,1,0,1,0,-0.07185511794548592,-0.2856870705950429,-0.33276145238167454,1
0,1,0,1,1,1.0498501208729367,0.7422107607615527,0.5890154240218557,2
0,3,2,0,0,-0.9296297123360444,-0.8338992473185606,-0.7936498905834396,0
1,3,0,1,0,1.379763426407767,1.0163168491233114,1.1157450676810157,2
0,3,3,1,0,0.2580581875893443,0.1254720619475953,0.3914918076496706,1
1,4,4,1,0,1.1818154430868688,0.9477903270328718,0.6548566294792506,2
1,3,0,1,1,0.32404084869631034,-0.2171605485046032,-0.5302850687538596,1
1,1,5,1,0,-0.203820440159418,-0.1486340264141635,-0.06939663055209448,1
0,2,1,0,0,-0.9956123734430105,0.19399858403803502,0.7206978349366456,0
1,4,2,1,1,1.1818154430868688,0.26252510612847474,0.062285780362695546,2
1,2,1,1,0,0.32404084869631034,0.33105162821891443,-0.0035554250946994654,1
1,2,0,1,1,0.5219888320172085,0.26252510612847474,-0.06939663055209448,2
1,3,4,1,1,0.1260928653754122,-0.6968462031376811,-0.39860265783906956,1
1,4,2,0,0,-0.5997164068012143,-0.9024257694090002,-0.9253323014982296,0
0,2,0,0,0,1.0498501208729367,1.6330555479372688,1.6424747113401759,2
0,3,2,1,0,-0.5997164068012143,-0.7653727252281208,-0.2669202469242795,0
0,3,3,0,0,-1.2595430178708746,-0.7653727252281208,-0.06939663055209448,0
0,0,5,1,0,-0.46775108458728215,1.084843371213751,0.7865390403940407,1
1,1,4,0,1,-1.655438984512671,-2.067376644946475,-2.24215641064613,0
0,2,4,0,1,-0.26980310126638407,-0.1486340264141635,-0.39860265783906956,1
1,2,1,1,1,1.313780765300801,0.9477903270328718,1.1815862731384108,2
1,2,5,0,1,0.19207552648237824,0.1254720619475953,-0.2010790414668845,1
1,0,5,0,1,-0.07185511794548592,-0.6968462031376811,-0.9911735069556247,1
1,2,5,0,1,0.1260928653754122,-0.4227401147759223,-0.9253323014982296,1
1,2,0,0,1,-0.13783777905245198,-0.2171605485046032,-0.5961262742112545,1
0,2,2,1,1,-0.3357857623733501,0.19399858403803502,0.12812698582009055,1
1,2,2,1,1,-0.3357857623733501,-0.9024257694090002,-0.8594910960408346,1
0,0,5,0,1,-1.2595430178708746,-0.6968462031376811,-1.1886971233278096,0
1,2,5,1,1,0.45600617091024237,-0.2171605485046032,-0.1352378360094895,1
1,2,4,0,0,-1.0615950345499765,-1.4506379461325178,-0.9911735069556247,0
1,3,0,1,1,0.5879714931241745,-0.08010750432372381,-0.2669202469242795,2
1,3,0,0,1,0.5879714931241745,-0.2171605485046032,0.3256506021922756,2
1,2,2,1,1,0.2580581875893443,-0.9024257694090002,-1.1228559178704147,1
1,3,5,1,0,1.511728748621699,1.2904229374850702,0.9182214513088307,2
0,2,4,1,0,0.060110204268446155,0.8107372828519923,0.7206978349366456,1
0,3,2,1,1,0.7859194764450727,0.8107372828519923,0.7865390403940407,2
0,0,5,0,1,-0.46775108458728215,0.26252510612847474,0.062285780362695546,1
0,1,0,1,1,0.45600617091024237,0.9477903270328718,0.5231742185644607,1
1,0,5,0,1,0.8519021375520386,0.8792638049424321,0.3256506021922756,2
0,2,5,1,0,0.060110204268446155,0.33105162821891443,0.5890154240218557,1
1,3,4,0,1,0.19207552648237824,-0.2171605485046032,-0.5302850687538596,1
1,2,2,1,0,1.313780765300801,0.8107372828519923,0.7865390403940407,2
1,1,2,1,1,-1.2595430178708746,-1.5876909903133973,-1.7154267669869698,0
1,1,0,1,1,0.9838674597659707,0.26252510612847474,0.25980939673488057,2
0,2,4,0,0,-0.13783777905245198,1.084843371213751,1.1157450676810157,1
0,4,4,1,1,2.2375380207983255,1.5645290258468292,1.905839533169756,2
0,2,0,0,1,-0.07185511794548592,0.5366311944902336,0.3914918076496706,1
1,2,4,0,1,-0.07185511794548592,-0.7653727252281208,-1.2545383287852048,1
0,2,0,0,1,-0.8636470512290784,-0.5597931589568017,-0.39860265783906956,0
1,2,1,0,1,-1.919369628940535,-0.9024257694090002,-1.3862207396999948,0
0,3,1,1,1,0.8519021375520386,1.35894945957551,1.3791098895105958,2
1,3,0,0,1,-0.8636470512290784,-1.0394788135898796,-1.3203795342425997,0
0,4,1,1,1,2.2375380207983255,2.112741202570347,2.103363149541941,2
1,1,2,1,0,0.3900235098032764,-0.2856870705950429,-0.0035554250946994654,1
1,2,1,0,1,-0.8636470512290784,-0.7653727252281208,-0.8594910960408346,0
1,1,4,0,1,-0.7976643901221123,-1.0394788135898796,-1.5179031506147846,0
0,4,4,1,1,0.32404084869631034,0.05694553985715561,0.5231742185644607,1
0,2,4,0,1,0.7199368153381066,1.4274759816659497,1.5107923004253858,2
1,0,1,1,0,0.5879714931241745,-0.7653727252281208,-0.39860265783906956,2
0,2,4,1,1,1.1818154430868688,1.2218964153946306,1.5107923004253858,2
0,3,0,0,1,-2.6451789011171614,-2.6155888216699927,-1.97879158881655,0
1,0,2,0,0,0.3900235098032764,-0.1486340264141635,-0.2010790414668845,1
0,0,2,0,0,0.7199368153381066,1.2904229374850702,1.1157450676810157,2
1,2,4,1,1,1.6436940708356311,0.33105162821891443,0.5231742185644607,2
0,2,0,1,0,1.1158327819799028,1.084843371213751,1.444951094967991,2
0,2,2,1,1,-0.203820440159418,-0.0115809822332841,0.3914918076496706,1
0,2,0,1,0,0.1260928653754122,1.153369893304191,1.0499038622236208,1
0,3,5,1,1,-0.46775108458728215,-0.1486340264141635,-0.46444386329646453,1
0,1,0,1,0,1.577711409728665,1.4274759816659497,1.5107923004253858,2
0,3,1,1,0,0.32404084869631034,0.4681046723997938,0.9840626567662257,1
1,4,1,1,0,0.6539541542311406,-0.491266636866362,-0.1352378360094895,2
1,3,0,1,1,0.9178847986590046,-0.08010750432372381,0.25980939673488057,2
0,3,3,1,1,-0.7316817290151464,-0.35421359268548264,0.12812698582009055,0
1,4,0,1,1,0.6539541542311406,0.1254720619475953,-0.06939663055209448,2
1,1,2,1,0,0.45600617091024237,0.1254720619475953,-0.0035554250946994654,1
0,3,0,0,1,-0.9296297123360444,-0.6968462031376811,-0.7936498905834396,0
1,2,4,0,1,0.1260928653754122,-0.08010750432372381,-0.46444386329646453,1
1,0,2,1,1,-0.46775108458728215,-1.176531857770759,-1.4520619451573897,1
0,1,0,1,1,-1.1275776956569425,-1.176531857770759,-0.9253323014982296,0
1,2,2,1,1,0.2580581875893443,0.33105162821891443,0.19396819127748557,1
1,3,4,0,1,-0.3357857623733501,-1.5191644682229575,-0.7936498905834396,1
0,2,0,0,1,-0.4017684234803161,0.3995781503093541,0.3914918076496706,1
1,1,5,1,0,-0.13783777905245198,-1.1080053356803194,-0.7278086851260446,1
1,0,0,0,0,0.8519021375520386,0.8792638049424321,0.9182214513088307,2
0,0,0,0,1,-0.07185511794548592,1.084843371213751,0.5231742185644607,1
0,2,0,1,1,-0.13783777905245198,-0.35421359268548264,0.12812698582009055,1
0,2,4,1,1,1.1158327819799028,0.9477903270328718,1.444951094967991,2
0,2,1,1,1,0.9838674597659707,1.2904229374850702,1.444951094967991,2
0,1,2,1,1,-0.7976643901221123,-0.35421359268548264,-0.0035554250946994654,0
1,3,2,1,0,0.1260928653754122,-0.35421359268548264,-0.1352378360094895,1
0,2,4,1,1,-0.7976643901221123,-1.4506379461325178,-1.0570147124130196,0
0,3,4,0,0,-0.46775108458728215,0.6051577165806732,0.5231742185644607,1
